	total_exon_length
ChCC-v11020237m.g	3498
ChCC-v11020239m.g	3810
ChCC-v11020240m.g	829
ChCC-v11020244m.g	539
ChCC-v11020245m.g	3750
ChCC-v11020250m.g	360
ChCC-v11020252m.g	8088
ChCC-v11020253m.g	3987
ChCC-v11020255m.g	1018
ChCC-v11020256m.g	4916
ChCC-v11020258m.g	534
ChCC-v11020261m.g	4091
ChCC-v11020265m.g	5590
ChCC-v11020266m.g	3550
ChCC-v11020267m.g	4947
ChCC-v11020269m.g	1598
ChCC-v11020271m.g	563
ChCC-v11020273m.g	1141
ChCC-v11020277m.g	860
ChCC-v11020280m.g	3252
ChCC-v11020282m.g	14368
ChCC-v11020283m.g	3104
ChCC-v11020288m.g	3046
ChCC-v11020289m.g	5939
ChCC-v11020292m.g	6057
ChCC-v11020294m.g	2562
ChCC-v11020295m.g	2713
ChCC-v11020298m.g	3748
ChCC-v11020305m.g	3454
ChCC-v11020309m.g	2822
ChCC-v11020310m.g	1337
ChCC-v11020311m.g	5119
ChCC-v11020312m.g	1333
ChCC-v11020313m.g	4000
ChCC-v11020314m.g	940
ChCC-v11020316m.g	1825
ChCC-v11020319m.g	3102
ChCC-v11020323m.g	1999
ChCC-v11020333m.g	6394
ChCC-v11020335m.g	1815
ChCC-v11020336m.g	1107
ChCC-v11020337m.g	3584
ChCC-v11020338m.g	4065
ChCC-v11020341m.g	1631
ChCC-v11020342m.g	2991
ChCC-v11020343m.g	307
ChCC-v11020351m.g	8347
ChCC-v11020352m.g	7045
ChCC-v11020356m.g	3811
ChCC-v11020361m.g	1982
ChCC-v11020363m.g	3306
ChCC-v11020365m.g	2009
ChCC-v11020367m.g	550
ChCC-v11020372m.g	989
ChCC-v11020378m.g	510
ChCC-v11020379m.g	583
ChCC-v11020380m.g	1880
ChCC-v11020381m.g	1828
ChCC-v11020384m.g	953
ChCC-v11020390m.g	11559
ChCC-v11020392m.g	5570
ChCC-v11020394m.g	5317
ChCC-v11020395m.g	4184
ChCC-v11020401m.g	5781
ChCC-v11020402m.g	1258
ChCC-v11020404m.g	5262
ChCC-v11020406m.g	1960
ChCC-v11020409m.g	4367
ChCC-v11020411m.g	811
ChCC-v11020414m.g	427
ChCC-v11020415m.g	3564
ChCC-v11020418m.g	1216
ChCC-v11020420m.g	464
ChCC-v11020423m.g	1616
ChCC-v11020424m.g	3181
ChCC-v11020427m.g	2802
ChCC-v11020431m.g	1476
ChCC-v11020434m.g	803
ChCC-v11020436m.g	1221
ChCC-v11020444m.g	469
ChCC-v11020445m.g	1997
ChCC-v11020446m.g	6656
ChCC-v11020450m.g	2061
ChCC-v11020456m.g	3559
ChCC-v11020458m.g	3462
ChCC-v11020468m.g	2394
ChCC-v11020470m.g	7004
ChCC-v11020474m.g	6973
ChCC-v11020475m.g	4088
ChCC-v11020478m.g	1232
ChCC-v11020484m.g	956
ChCC-v11020488m.g	2826
ChCC-v11020489m.g	5804
ChCC-v11020490m.g	2702
ChCC-v11020491m.g	7719
ChCC-v11020492m.g	1271
ChCC-v11020496m.g	7750
ChCC-v11020497m.g	1955
ChCC-v11020500m.g	1575
ChCC-v11020505m.g	3106
ChCC-v11020508m.g	3638
ChCC-v11020514m.g	481
ChCC-v11020519m.g	2458
ChCC-v11020523m.g	6173
ChCC-v11020525m.g	1054
ChCC-v11020526m.g	3913
ChCC-v11020529m.g	5167
ChCC-v11020536m.g	4001
ChCC-v11020544m.g	2309
ChCC-v11020546m.g	4427
ChCC-v11020547m.g	3868
ChCC-v11020549m.g	2882
ChCC-v11020553m.g	1764
ChCC-v11020557m.g	371
ChCC-v11020559m.g	2224
ChCC-v11020561m.g	2093
ChCC-v11020564m.g	611
ChCC-v11020567m.g	3650
ChCC-v11020568m.g	4272
ChCC-v11020569m.g	3452
ChCC-v11020570m.g	4490
ChCC-v11020572m.g	1705
ChCC-v11020573m.g	1145
ChCC-v11020574m.g	782
ChCC-v11020576m.g	1556
ChCC-v11020578m.g	782
ChCC-v11020580m.g	1997
ChCC-v11020592m.g	3117
ChCC-v11020595m.g	1180
ChCC-v11020597m.g	1948
ChCC-v11020600m.g	1558
ChCC-v11020602m.g	2266
ChCC-v11020607m.g	2754
ChCC-v11020608m.g	2721
ChCC-v11020609m.g	2064
ChCC-v11020610m.g	1283
ChCC-v11020611m.g	1264
ChCC-v11020613m.g	951
ChCC-v11020614m.g	1688
ChCC-v11020615m.g	3052
ChCC-v11020616m.g	6060
ChCC-v11020618m.g	3751
ChCC-v11020623m.g	1825
ChCC-v11020624m.g	2790
ChCC-v11020625m.g	2940
ChCC-v11020627m.g	2313
ChCC-v11020628m.g	2858
ChCC-v11020631m.g	13575
ChCC-v11020632m.g	6655
ChCC-v11020638m.g	752
ChCC-v11020639m.g	2758
ChCC-v11020641m.g	2997
ChCC-v11020645m.g	375
ChCC-v11020647m.g	8607
ChCC-v11020652m.g	10662
ChCC-v11020653m.g	10193
ChCC-v11020656m.g	8094
ChCC-v11020658m.g	10570
ChCC-v11020659m.g	2205
ChCC-v11020661m.g	6130
ChCC-v11020667m.g	3963
ChCC-v11020669m.g	2959
ChCC-v11020673m.g	2655
ChCC-v11020675m.g	2843
ChCC-v11020683m.g	1903
ChCC-v11020690m.g	2707
ChCC-v11020694m.g	3214
ChCC-v11020697m.g	3682
ChCC-v11020700m.g	4511
ChCC-v11020701m.g	2677
ChCC-v11020707m.g	738
ChCC-v11020709m.g	2948
ChCC-v11020713m.g	2872
ChCC-v11020714m.g	2320
ChCC-v11020715m.g	3399
ChCC-v11020716m.g	2788
ChCC-v11020717m.g	3157
ChCC-v11020718m.g	1768
ChCC-v11020720m.g	1915
ChCC-v11020723m.g	3335
ChCC-v11020726m.g	864
ChCC-v11020729m.g	3758
ChCC-v11020730m.g	2492
ChCC-v11020734m.g	1256
ChCC-v11020741m.g	5979
ChCC-v11020744m.g	2990
ChCC-v11020749m.g	595
ChCC-v11020755m.g	4100
ChCC-v11020759m.g	4295
ChCC-v11020760m.g	1500
ChCC-v11020763m.g	3976
ChCC-v11020764m.g	2382
ChCC-v11020765m.g	552
ChCC-v11020769m.g	1122
ChCC-v11020771m.g	5732
ChCC-v11020772m.g	2401
ChCC-v11020774m.g	640
ChCC-v11020776m.g	3566
ChCC-v11020779m.g	2373
ChCC-v11020780m.g	4426
ChCC-v11020781m.g	3010
ChCC-v11020783m.g	5088
ChCC-v11020785m.g	605
ChCC-v11020787m.g	2405
ChCC-v11020791m.g	1914
ChCC-v11020794m.g	2624
ChCC-v11020795m.g	1720
ChCC-v11020799m.g	2060
ChCC-v11020802m.g	2416
ChCC-v11020805m.g	5057
ChCC-v11020807m.g	9633
ChCC-v11020808m.g	2533
ChCC-v11020811m.g	2575
ChCC-v11020812m.g	2674
ChCC-v11020813m.g	4114
ChCC-v11020815m.g	2583
ChCC-v11020817m.g	2640
ChCC-v11020818m.g	736
ChCC-v11020819m.g	2426
ChCC-v11020820m.g	6639
ChCC-v11020821m.g	8561
ChCC-v11020822m.g	2521
ChCC-v11020823m.g	5399
ChCC-v11020825m.g	472
ChCC-v11020827m.g	2553
ChCC-v11020829m.g	1989
ChCC-v11020832m.g	3047
ChCC-v11020833m.g	2201
ChCC-v11020834m.g	6792
ChCC-v11020836m.g	1717
ChCC-v11020839m.g	3075
ChCC-v11020840m.g	4947
ChCC-v11020843m.g	852
ChCC-v11020844m.g	1835
ChCC-v11020850m.g	5121
ChCC-v11020854m.g	6825
ChCC-v11020855m.g	2151
ChCC-v11020858m.g	778
ChCC-v11020859m.g	2467
ChCC-v11020868m.g	2104
ChCC-v11020869m.g	2961
ChCC-v11020873m.g	253
ChCC-v11020876m.g	4039
ChCC-v11020877m.g	3322
ChCC-v11020878m.g	3593
ChCC-v11020879m.g	1083
ChCC-v11020881m.g	1544
ChCC-v11020885m.g	3067
ChCC-v11020888m.g	4296
ChCC-v11020896m.g	3457
ChCC-v11020899m.g	1359
ChCC-v11020900m.g	1884
ChCC-v11020903m.g	2647
ChCC-v11020905m.g	2658
ChCC-v11020906m.g	3645
ChCC-v11020907m.g	1920
ChCC-v11020909m.g	1919
ChCC-v11020910m.g	1187
ChCC-v11020911m.g	3454
ChCC-v11020915m.g	2641
ChCC-v11020916m.g	3012
ChCC-v11020917m.g	2030
ChCC-v11020918m.g	2986
ChCC-v11020919m.g	3269
ChCC-v11020922m.g	1861
ChCC-v11020923m.g	4571
ChCC-v11020926m.g	1018
ChCC-v11020927m.g	1146
ChCC-v11020929m.g	4034
ChCC-v11020930m.g	3763
ChCC-v11020931m.g	4097
ChCC-v11020935m.g	2958
ChCC-v11020936m.g	6001
ChCC-v11020937m.g	12245
ChCC-v11020939m.g	741
ChCC-v11020940m.g	2555
ChCC-v11020942m.g	3773
ChCC-v11020943m.g	7240
ChCC-v11020945m.g	2034
ChCC-v11020949m.g	3601
ChCC-v11020951m.g	3470
ChCC-v11020956m.g	3053
ChCC-v11020960m.g	15169
ChCC-v11020964m.g	2598
ChCC-v11020966m.g	4833
ChCC-v11020970m.g	4303
ChCC-v11020971m.g	2615
ChCC-v11020974m.g	1125
ChCC-v11020975m.g	3038
ChCC-v11020979m.g	5669
ChCC-v11020984m.g	2471
ChCC-v11020985m.g	1175
ChCC-v11020988m.g	2617
ChCC-v11020989m.g	327
ChCC-v11020991m.g	1828
ChCC-v11020992m.g	4190
ChCC-v11020995m.g	151
ChCC-v11020999m.g	2366
ChCC-v11021000m.g	2744
ChCC-v11021001m.g	7821
ChCC-v11021003m.g	5051
ChCC-v11021005m.g	1667
ChCC-v11021006m.g	3771
ChCC-v11021007m.g	5354
ChCC-v11021009m.g	2841
ChCC-v11021011m.g	2122
ChCC-v11021016m.g	7096
ChCC-v11021017m.g	3593
ChCC-v11021019m.g	2731
ChCC-v11021022m.g	3282
ChCC-v11021023m.g	2543
ChCC-v11021028m.g	2070
ChCC-v11021030m.g	9897
ChCC-v11021031m.g	5687
ChCC-v11021038m.g	2419
ChCC-v11021040m.g	3339
ChCC-v11021046m.g	1107
ChCC-v11021048m.g	3151
ChCC-v11021053m.g	3859
ChCC-v11021055m.g	1930
ChCC-v11021058m.g	2573
ChCC-v11021060m.g	1210
ChCC-v11021061m.g	7263
ChCC-v11021062m.g	11453
ChCC-v11021064m.g	798
ChCC-v11021068m.g	1770
ChCC-v11021070m.g	2662
ChCC-v11021072m.g	5078
ChCC-v11021074m.g	1153
ChCC-v11021075m.g	2567
ChCC-v11021076m.g	2975
ChCC-v11021077m.g	590
ChCC-v11021079m.g	6089
ChCC-v11021084m.g	3797
ChCC-v11021085m.g	3993
ChCC-v11021091m.g	3877
ChCC-v11021093m.g	3850
ChCC-v11021094m.g	3469
ChCC-v11021095m.g	1785
ChCC-v11021096m.g	7227
ChCC-v11021097m.g	1758
ChCC-v11021098m.g	3984
ChCC-v11021099m.g	6305
ChCC-v11021103m.g	2839
ChCC-v11021104m.g	2769
ChCC-v11021106m.g	3070
ChCC-v11021107m.g	2319
ChCC-v11021110m.g	2364
ChCC-v11021112m.g	1978
ChCC-v11021115m.g	1849
ChCC-v11021119m.g	1369
ChCC-v11021120m.g	3086
ChCC-v11021123m.g	3766
ChCC-v11021128m.g	210
ChCC-v11021129m.g	5983
ChCC-v11021130m.g	2731
ChCC-v11021131m.g	504
ChCC-v11021133m.g	3336
ChCC-v11021135m.g	2013
ChCC-v11021139m.g	3108
ChCC-v11021141m.g	539
ChCC-v11021142m.g	2985
ChCC-v11021143m.g	2662
ChCC-v11021144m.g	1085
ChCC-v11021150m.g	7289
ChCC-v11021151m.g	6524
ChCC-v11021152m.g	2629
ChCC-v11021153m.g	11150
ChCC-v11021156m.g	2899
ChCC-v11021157m.g	3792
ChCC-v11021162m.g	3226
ChCC-v11021163m.g	2117
ChCC-v11021167m.g	716
ChCC-v11021170m.g	3400
ChCC-v11021172m.g	5246
ChCC-v11021177m.g	3292
ChCC-v11021180m.g	5344
ChCC-v11021181m.g	1546
ChCC-v11021183m.g	2419
ChCC-v11021184m.g	4701
ChCC-v11021187m.g	3837
ChCC-v11021190m.g	340
ChCC-v11021193m.g	1601
ChCC-v11021194m.g	6748
ChCC-v11021196m.g	5311
ChCC-v11021198m.g	2456
ChCC-v11021201m.g	2344
ChCC-v11021203m.g	2463
ChCC-v11021204m.g	4068
ChCC-v11021208m.g	10746
ChCC-v11021210m.g	13305
ChCC-v11021214m.g	2957
ChCC-v11021215m.g	4073
ChCC-v11021218m.g	517
ChCC-v11021220m.g	1959
ChCC-v11021222m.g	3314
ChCC-v11021225m.g	4047
ChCC-v11021227m.g	6889
ChCC-v11021228m.g	1781
ChCC-v11021229m.g	3284
ChCC-v11021230m.g	3109
ChCC-v11021231m.g	1144
ChCC-v11021234m.g	7398
ChCC-v11021235m.g	2672
ChCC-v11021236m.g	2992
ChCC-v11021240m.g	2287
ChCC-v11021242m.g	2984
ChCC-v11021244m.g	21440
ChCC-v11021249m.g	2955
ChCC-v11021252m.g	3492
ChCC-v11021256m.g	2333
ChCC-v11021259m.g	1924
ChCC-v11021261m.g	8335
ChCC-v11021262m.g	656
ChCC-v11021267m.g	881
ChCC-v11021269m.g	2195
ChCC-v11021270m.g	2230
ChCC-v11021273m.g	12170
ChCC-v11021276m.g	1357
ChCC-v11021279m.g	6457
ChCC-v11021283m.g	13241
ChCC-v11021287m.g	2727
ChCC-v11021288m.g	2294
ChCC-v11021289m.g	5716
ChCC-v11021290m.g	3221
ChCC-v11021291m.g	256
ChCC-v11021294m.g	1011
ChCC-v11021296m.g	2149
ChCC-v11021298m.g	1875
ChCC-v11021300m.g	1938
ChCC-v11021301m.g	2793
ChCC-v11021303m.g	2241
ChCC-v11021305m.g	579
ChCC-v11021310m.g	3393
ChCC-v11021312m.g	1460
ChCC-v11021316m.g	4128
ChCC-v11021321m.g	1096
ChCC-v11021322m.g	7530
ChCC-v11021323m.g	2491
ChCC-v11021325m.g	2366
ChCC-v11021330m.g	3675
ChCC-v11021333m.g	5671
ChCC-v11021336m.g	2199
ChCC-v11021339m.g	2374
ChCC-v11021341m.g	3592
ChCC-v11021343m.g	3364
ChCC-v11021346m.g	2654
ChCC-v11021351m.g	1849
ChCC-v11021354m.g	4731
ChCC-v11021356m.g	3880
ChCC-v11021358m.g	2926
ChCC-v11021360m.g	2010
ChCC-v11021362m.g	6690
ChCC-v11021363m.g	2620
ChCC-v11021371m.g	2240
ChCC-v11021372m.g	3351
ChCC-v11021374m.g	3116
ChCC-v11021375m.g	3528
ChCC-v11021376m.g	1660
ChCC-v11021377m.g	2710
ChCC-v11021378m.g	9509
ChCC-v11021381m.g	3677
ChCC-v11021384m.g	2937
ChCC-v11021385m.g	3041
ChCC-v11021388m.g	2784
ChCC-v11021395m.g	2570
ChCC-v11021396m.g	5786
ChCC-v11021397m.g	1956
ChCC-v11021403m.g	3031
ChCC-v11021408m.g	2943
ChCC-v11021411m.g	4273
ChCC-v11021414m.g	2288
ChCC-v11021419m.g	9475
ChCC-v11021420m.g	2886
ChCC-v11021424m.g	1722
ChCC-v11021426m.g	5777
ChCC-v11021427m.g	1608
ChCC-v11021428m.g	2207
ChCC-v11021432m.g	855
ChCC-v11021433m.g	3294
ChCC-v11021434m.g	7115
ChCC-v11021435m.g	3359
ChCC-v11021446m.g	2203
ChCC-v11021448m.g	3705
ChCC-v11021450m.g	3487
ChCC-v11021452m.g	2643
ChCC-v11021453m.g	835
ChCC-v11021454m.g	1491
ChCC-v11021456m.g	3028
ChCC-v11021457m.g	3298
ChCC-v11021458m.g	1024
ChCC-v11021459m.g	1763
ChCC-v11021462m.g	2890
ChCC-v11021467m.g	1887
ChCC-v11021469m.g	1653
ChCC-v11021470m.g	1791
ChCC-v11021471m.g	2352
ChCC-v11021475m.g	6023
ChCC-v11021476m.g	1574
ChCC-v11021477m.g	1176
ChCC-v11021479m.g	1100
ChCC-v11021480m.g	4016
ChCC-v11021485m.g	5125
ChCC-v11021489m.g	4424
ChCC-v11021491m.g	1376
ChCC-v11021493m.g	2075
ChCC-v11021502m.g	1372
ChCC-v11021509m.g	12471
ChCC-v11021515m.g	1260
ChCC-v11021520m.g	1713
ChCC-v11021521m.g	2019
ChCC-v11021523m.g	2442
ChCC-v11021525m.g	906
ChCC-v11021527m.g	1364
ChCC-v11021532m.g	2284
ChCC-v11021537m.g	14885
ChCC-v11021541m.g	866
ChCC-v11021545m.g	899
ChCC-v11021547m.g	5721
ChCC-v11021549m.g	8204
ChCC-v11021551m.g	1137
ChCC-v11021554m.g	711
ChCC-v11021555m.g	2836
ChCC-v11021558m.g	5589
ChCC-v11021559m.g	2264
ChCC-v11021562m.g	772
ChCC-v11021563m.g	13147
ChCC-v11021565m.g	3852
ChCC-v11021567m.g	1727
ChCC-v11021570m.g	1756
ChCC-v11021579m.g	2643
ChCC-v11021580m.g	3075
ChCC-v11021582m.g	604
ChCC-v11021584m.g	529
ChCC-v11021585m.g	6487
ChCC-v11021586m.g	1440
ChCC-v11021587m.g	1016
ChCC-v11021591m.g	3716
ChCC-v11021592m.g	604
ChCC-v11021595m.g	1488
ChCC-v11021596m.g	1407
ChCC-v11021597m.g	2755
ChCC-v11021598m.g	2065
ChCC-v11021599m.g	515
ChCC-v11021600m.g	478
ChCC-v11021601m.g	1931
ChCC-v11021609m.g	396
ChCC-v11021610m.g	386
ChCC-v11021614m.g	1603
ChCC-v11021615m.g	1065
ChCC-v11021617m.g	977
ChCC-v11021618m.g	1158
ChCC-v11021624m.g	3734
ChCC-v11021625m.g	993
ChCC-v11021626m.g	600
ChCC-v11021628m.g	1216
ChCC-v11021629m.g	2413
ChCC-v11021631m.g	11022
ChCC-v11021632m.g	397
ChCC-v11021634m.g	2464
ChCC-v11021635m.g	3318
ChCC-v11021637m.g	2477
ChCC-v11021638m.g	2426
ChCC-v11021640m.g	5103
ChCC-v11021642m.g	3507
ChCC-v11021643m.g	924
ChCC-v11021646m.g	5423
ChCC-v11021648m.g	3430
ChCC-v11021649m.g	6984
ChCC-v11021650m.g	972
ChCC-v11021651m.g	1815
ChCC-v11021652m.g	1716
ChCC-v11021654m.g	6568
ChCC-v11021657m.g	1288
ChCC-v11021660m.g	1961
ChCC-v11021661m.g	840
ChCC-v11021662m.g	3082
ChCC-v11021664m.g	1847
ChCC-v11021666m.g	4422
ChCC-v11021669m.g	2608
ChCC-v11021671m.g	2800
ChCC-v11021672m.g	1788
ChCC-v11021675m.g	3172
ChCC-v11021677m.g	5573
ChCC-v11021679m.g	4590
ChCC-v11021685m.g	2907
ChCC-v11021687m.g	2168
ChCC-v11021689m.g	2880
ChCC-v11021691m.g	1676
ChCC-v11021693m.g	2478
ChCC-v11021696m.g	3055
ChCC-v11021698m.g	1952
ChCC-v11021702m.g	4496
ChCC-v11021703m.g	3853
ChCC-v11021705m.g	1673
ChCC-v11021710m.g	1795
ChCC-v11021712m.g	2548
ChCC-v11021714m.g	323
ChCC-v11021716m.g	2466
ChCC-v11021718m.g	869
ChCC-v11021719m.g	1636
ChCC-v11021722m.g	1570
ChCC-v11021723m.g	1940
ChCC-v11021724m.g	2508
ChCC-v11021725m.g	1832
ChCC-v11021729m.g	1018
ChCC-v11021730m.g	378
ChCC-v11021733m.g	598
ChCC-v11021737m.g	2622
ChCC-v11021738m.g	334
ChCC-v11021739m.g	3954
ChCC-v11021741m.g	5690
ChCC-v11021742m.g	2276
ChCC-v11021744m.g	3257
ChCC-v11021745m.g	2386
ChCC-v11021747m.g	1691
ChCC-v11021748m.g	835
ChCC-v11021750m.g	6690
ChCC-v11021753m.g	828
ChCC-v11021760m.g	1000
ChCC-v11021761m.g	969
ChCC-v11021763m.g	403
ChCC-v11021766m.g	3087
ChCC-v11021767m.g	3957
ChCC-v11021768m.g	4219
ChCC-v11021769m.g	655
ChCC-v11021781m.g	408
ChCC-v11021784m.g	3167
ChCC-v11021788m.g	1414
ChCC-v11021789m.g	1865
ChCC-v11021790m.g	177
ChCC-v11021792m.g	3337
ChCC-v11021796m.g	3289
ChCC-v11021801m.g	3199
ChCC-v11021804m.g	1529
ChCC-v11021805m.g	3544
ChCC-v11021807m.g	2974
ChCC-v11021809m.g	1338
ChCC-v11021813m.g	2665
ChCC-v11021816m.g	2003
ChCC-v11021818m.g	621
ChCC-v11021819m.g	680
ChCC-v11021824m.g	4863
ChCC-v11021825m.g	3300
ChCC-v11021829m.g	1115
ChCC-v11021830m.g	3187
ChCC-v11021831m.g	1608
ChCC-v11021832m.g	2543
ChCC-v11021835m.g	5318
ChCC-v11021843m.g	4432
ChCC-v11021844m.g	4152
ChCC-v11021845m.g	3591
ChCC-v11021851m.g	564
ChCC-v11021853m.g	3295
ChCC-v11021855m.g	3288
ChCC-v11021860m.g	3790
ChCC-v11021862m.g	8687
ChCC-v11021864m.g	1707
ChCC-v11021865m.g	1689
ChCC-v11021866m.g	1773
ChCC-v11021869m.g	2836
ChCC-v11021871m.g	974
ChCC-v11021872m.g	2250
ChCC-v11021874m.g	2914
ChCC-v11021877m.g	1930
ChCC-v11021878m.g	3855
ChCC-v11021884m.g	2272
ChCC-v11021892m.g	5145
ChCC-v11021893m.g	748
ChCC-v11021894m.g	3460
ChCC-v11021903m.g	1712
ChCC-v11021906m.g	2872
ChCC-v11021907m.g	2678
ChCC-v11021910m.g	2831
ChCC-v11021914m.g	1886
ChCC-v11021915m.g	2573
ChCC-v11021917m.g	1623
ChCC-v11021921m.g	8166
ChCC-v11021922m.g	3197
ChCC-v11021924m.g	3257
ChCC-v11021927m.g	1729
ChCC-v11021929m.g	2814
ChCC-v11021931m.g	3383
ChCC-v11021933m.g	2025
ChCC-v11021936m.g	8676
ChCC-v11021944m.g	6612
ChCC-v11021946m.g	1784
ChCC-v11021947m.g	2735
ChCC-v11021949m.g	5626
ChCC-v11021950m.g	1383
ChCC-v11021951m.g	4076
ChCC-v11021952m.g	3487
ChCC-v11021954m.g	5215
ChCC-v11021955m.g	1749
ChCC-v11021956m.g	457
ChCC-v11021957m.g	3338
ChCC-v11021959m.g	980
ChCC-v11021960m.g	1451
ChCC-v11021961m.g	6480
ChCC-v11021966m.g	1879
ChCC-v11021969m.g	727
ChCC-v11021971m.g	3699
ChCC-v11021973m.g	10983
ChCC-v11021974m.g	4910
ChCC-v11021975m.g	2265
ChCC-v11021976m.g	4751
ChCC-v11021980m.g	4141
ChCC-v11021981m.g	1715
ChCC-v11021986m.g	4236
ChCC-v11021988m.g	3761
ChCC-v11021990m.g	4844
ChCC-v11021991m.g	2521
ChCC-v11021994m.g	4490
ChCC-v11021997m.g	1724
ChCC-v11021999m.g	1997
ChCC-v11022001m.g	3773
ChCC-v11022006m.g	8222
ChCC-v11022007m.g	1964
ChCC-v11022009m.g	662
ChCC-v11022011m.g	3495
ChCC-v11022012m.g	3129
ChCC-v11022017m.g	1560
ChCC-v11022018m.g	400
ChCC-v11022020m.g	1892
ChCC-v11022021m.g	5959
ChCC-v11022024m.g	1966
ChCC-v11022028m.g	3159
ChCC-v11022029m.g	3292
ChCC-v11022031m.g	1908
ChCC-v11022033m.g	1450
ChCC-v11022045m.g	8268
ChCC-v11022052m.g	2267
ChCC-v11022053m.g	2065
ChCC-v11022055m.g	1845
ChCC-v11022058m.g	2652
ChCC-v11022060m.g	1580
ChCC-v11022065m.g	2316
ChCC-v11022067m.g	3602
ChCC-v11022069m.g	4124
ChCC-v11022073m.g	3363
ChCC-v11022075m.g	2349
ChCC-v11022076m.g	2399
ChCC-v11022077m.g	4202
ChCC-v11022079m.g	7730
ChCC-v11022080m.g	3214
ChCC-v11022085m.g	2055
ChCC-v11022088m.g	2566
ChCC-v11022091m.g	3803
ChCC-v11022093m.g	607
ChCC-v11022096m.g	913
ChCC-v11022097m.g	464
ChCC-v11022099m.g	1693
ChCC-v11022100m.g	2199
ChCC-v11022103m.g	504
ChCC-v11022108m.g	4170
ChCC-v11022109m.g	826
ChCC-v11022112m.g	1705
ChCC-v11022113m.g	8826
ChCC-v11022114m.g	3105
ChCC-v11022117m.g	3976
ChCC-v11022119m.g	2602
ChCC-v11022125m.g	2774
ChCC-v11022126m.g	3033
ChCC-v11022129m.g	3324
ChCC-v11022133m.g	3310
ChCC-v11022134m.g	3121
ChCC-v11022136m.g	1411
ChCC-v11022137m.g	1840
ChCC-v11022141m.g	1615
ChCC-v11022142m.g	3832
ChCC-v11022144m.g	2045
ChCC-v11022145m.g	1748
ChCC-v11022146m.g	866
ChCC-v11022147m.g	1978
ChCC-v11022148m.g	5064
ChCC-v11022151m.g	2886
ChCC-v11022152m.g	1689
ChCC-v11022155m.g	1985
ChCC-v11022159m.g	4200
ChCC-v11022161m.g	2320
ChCC-v11022162m.g	302
ChCC-v11022163m.g	4218
ChCC-v11022166m.g	1473
ChCC-v11022169m.g	1103
ChCC-v11022172m.g	2164
ChCC-v11022179m.g	1559
ChCC-v11022180m.g	6436
ChCC-v11022182m.g	2075
ChCC-v11022183m.g	2788
ChCC-v11022184m.g	1941
ChCC-v11022186m.g	3046
ChCC-v11022190m.g	1614
ChCC-v11022191m.g	1890
ChCC-v11022192m.g	2909
ChCC-v11022193m.g	4129
ChCC-v11022195m.g	2447
ChCC-v11022197m.g	5694
ChCC-v11022198m.g	10275
ChCC-v11022202m.g	2935
ChCC-v11022204m.g	2907
ChCC-v11022205m.g	1345
ChCC-v11022207m.g	1593
ChCC-v11022211m.g	886
ChCC-v11022212m.g	2731
ChCC-v11022215m.g	739
ChCC-v11022219m.g	988
ChCC-v11022221m.g	8579
ChCC-v11022225m.g	1687
ChCC-v11022226m.g	3181
ChCC-v11022227m.g	3399
ChCC-v11022229m.g	883
ChCC-v11022232m.g	886
ChCC-v11022234m.g	883
ChCC-v11022235m.g	950
ChCC-v11022236m.g	272
ChCC-v11022239m.g	24347
ChCC-v11022240m.g	1168
ChCC-v11022243m.g	1084
ChCC-v11022244m.g	5848
ChCC-v11022245m.g	9676
ChCC-v11022246m.g	235
ChCC-v11022247m.g	8490
ChCC-v11022248m.g	5908
ChCC-v11022250m.g	536
ChCC-v11022253m.g	272
ChCC-v11022254m.g	331
ChCC-v11022259m.g	257
ChCC-v11022263m.g	1097
ChCC-v11022264m.g	445
ChCC-v11022265m.g	376
ChCC-v11022272m.g	494
ChCC-v11022280m.g	429
ChCC-v11022281m.g	1784
ChCC-v11022283m.g	3660
ChCC-v11022284m.g	1929
ChCC-v11022286m.g	1552
ChCC-v11022287m.g	6309
ChCC-v11022289m.g	4075
ChCC-v11022290m.g	745
ChCC-v11022291m.g	9389
ChCC-v11022293m.g	1217
ChCC-v11022295m.g	1004
ChCC-v11022296m.g	1252
ChCC-v11022299m.g	3337
ChCC-v11022302m.g	9389
ChCC-v11022303m.g	3013
ChCC-v11022306m.g	857
ChCC-v11022308m.g	1690
ChCC-v11022309m.g	3521
ChCC-v11022311m.g	2694
ChCC-v11022316m.g	1342
ChCC-v11022318m.g	413
ChCC-v11022328m.g	9389
ChCC-v11022331m.g	2295
ChCC-v11022333m.g	1160
ChCC-v11022335m.g	1559
ChCC-v11022336m.g	1884
ChCC-v11022340m.g	1059
ChCC-v11022341m.g	9173
ChCC-v11022344m.g	8878
ChCC-v11022345m.g	4004
ChCC-v11022350m.g	2156
ChCC-v11022351m.g	1312
ChCC-v11022354m.g	626
ChCC-v11022355m.g	4023
ChCC-v11022357m.g	3472
ChCC-v11022358m.g	3233
ChCC-v11022359m.g	5011
ChCC-v11022360m.g	966
ChCC-v11022362m.g	2955
ChCC-v11022363m.g	692
ChCC-v11022365m.g	11042
ChCC-v11022369m.g	1765
ChCC-v11022370m.g	1139
ChCC-v11022371m.g	1071
ChCC-v11022374m.g	5098
ChCC-v11022376m.g	400
ChCC-v11022377m.g	1282
ChCC-v11022378m.g	7417
ChCC-v11022380m.g	2071
ChCC-v11022382m.g	1895
ChCC-v11022383m.g	2747
